,start_year,team_id,team_name,id,first_name,last_name,primary_number,birth_date,current_age,birth_city,birth_state_province,birth_country,nationality,height,weight,active,alternate_captain,captain,rookie,shoots_catches,roster_status,position_name,position_type,position_abbreviation
81,2020,3,New York Rangers,8479323,Adam,Fox,23,2/17/1998,23,Jericho,NY,USA,USA,"5' 11""",181,TRUE,FALSE,FALSE,FALSE,R,Y,Defenseman,Defenseman,D
82,2020,3,New York Rangers,8479324,Ryan,Lindgren,55,2/11/1998,23,Burnsville,MN,USA,USA,"6' 0""",191,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
83,2020,3,New York Rangers,8479328,Julien,Gauthier,12,10/15/1997,23,Pointe-aux-Trembles,QC,CAN,CAN,"6' 4""",227,TRUE,FALSE,FALSE,TRUE,R,Y,Right Wing,Forward,RW
84,2020,3,New York Rangers,8479333,Libor,Hajek,25,2/4/1998,23,Smrcek,,CZE,CZE,"6' 2""",203,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
85,2020,3,New York Rangers,8479353,Brett,Howden,21,3/29/1998,23,Calgary,AB,CAN,CAN,"6' 3""",200,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
86,2020,3,New York Rangers,8480078,Filip,Chytil,72,9/5/1999,21,Kromeriz,,CZE,CZE,"6' 2""",206,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
87,2020,3,New York Rangers,8480382,Alexandar,Georgiev,40,2/10/1996,25,Ruse,,BGR,RUS,"6' 1""",178,TRUE,FALSE,FALSE,FALSE,L,Y,Goalie,Goalie,G
88,2020,3,New York Rangers,8480817,K'Andre,Miller,79,1/21/2000,21,St. Paul,MN,USA,USA,"6' 5""",210,TRUE,FALSE,FALSE,TRUE,L,Y,Defenseman,Defenseman,D
89,2020,3,New York Rangers,8480833,Vitali,Kravtsov,74,12/23/1999,21,Vladivostok,,RUS,RUS,"6' 3""",189,TRUE,FALSE,FALSE,TRUE,L,Y,Right Wing,Forward,RW
90,2020,3,New York Rangers,8481554,Kaapo,Kakko,24,2/13/2001,20,Turku,,FIN,FIN,"6' 3""",199,TRUE,FALSE,FALSE,FALSE,L,Y,Right Wing,Forward,RW
91,2020,3,New York Rangers,8481708,Zac,Jones,6,10/18/2000,20,Richmond,VA,USA,USA,"5' 11""",185,TRUE,FALSE,FALSE,TRUE,L,Y,Defenseman,Defenseman,D
92,2020,3,New York Rangers,8482109,Alexis,Lafrenière,13,10/11/2001,19,St-Eustache,QC,CAN,CAN,"6' 2""",193,TRUE,FALSE,FALSE,TRUE,L,Y,Left Wing,Forward,LW
93,2020,4,Philadelphia Flyers,8480028,Morgan,Frost,48,5/14/1999,22,Aurora,ON,CAN,CAN,"5' 11""",170,TRUE,FALSE,FALSE,TRUE,L,I,Center,Forward,C
94,2020,4,Philadelphia Flyers,8470880,Brian,Elliott,37,4/9/1985,36,Newmarket,ON,CAN,CAN,"6' 2""",209,TRUE,FALSE,FALSE,FALSE,L,Y,Goalie,Goalie,G
95,2020,4,Philadelphia Flyers,8473512,Claude,Giroux,28,1/12/1988,33,Hearst,ON,CAN,CAN,"5' 11""",185,TRUE,FALSE,TRUE,FALSE,R,Y,Center,Forward,C
96,2020,4,Philadelphia Flyers,8474027,Justin,Braun,61,2/10/1987,34,Minneapolis,MN,USA,USA,"6' 2""",205,TRUE,FALSE,FALSE,FALSE,R,Y,Defenseman,Defenseman,D
97,2020,4,Philadelphia Flyers,8474037,James,van Riemsdyk,25,5/4/1989,32,Middletown,NJ,USA,USA,"6' 3""",217,TRUE,FALSE,FALSE,FALSE,L,Y,Left Wing,Forward,LW
98,2020,4,Philadelphia Flyers,8474161,Jakub,Voracek,93,8/15/1989,31,Kladno,,CZE,CZE,"6' 2""",214,TRUE,FALSE,FALSE,FALSE,L,Y,Right Wing,Forward,RW
99,2020,4,Philadelphia Flyers,8475763,Kevin,Hayes,13,5/8/1992,29,Dorchester,MA,USA,USA,"6' 5""",216,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
100,2020,4,Philadelphia Flyers,8476461,Sean,Couturier,14,12/7/1992,28,Phoenix,AZ,USA,CAN,"6' 3""",211,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
101,2020,4,Philadelphia Flyers,8476872,Scott,Laughton,21,5/30/1994,27,Oakville,ON,CAN,CAN,"6' 1""",190,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
102,2020,4,Philadelphia Flyers,8476906,Shayne,Gostisbehere,53,4/20/1993,28,Pembroke Pines,FL,USA,USA,"5' 11""",180,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
103,2020,4,Philadelphia Flyers,8477462,Robert,Hagg,8,2/8/1995,26,Uppsala,,SWE,SWE,"6' 2""",204,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
104,2020,4,Philadelphia Flyers,8477502,Samuel,Morin,55,7/12/1995,26,Lac-Beauport,QC,CAN,CAN,"6' 6""",202,TRUE,FALSE,FALSE,TRUE,L,Y,Left Wing,Forward,LW
105,2020,4,Philadelphia Flyers,8477948,Travis,Sanheim,6,3/29/1996,25,Elkhorn,MB,CAN,CAN,"6' 3""",181,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
106,2020,4,Philadelphia Flyers,8477979,Nicolas,Aube-Kubel,62,5/10/1996,25,Slave Lake,AB,CAN,CAN,"5' 11""",187,TRUE,FALSE,FALSE,FALSE,R,Y,Right Wing,Forward,RW
107,2020,4,Philadelphia Flyers,8478067,Oskar,Lindblom,23,8/15/1996,24,Gävle,,SWE,SWE,"6' 1""",191,TRUE,FALSE,FALSE,FALSE,L,Y,Left Wing,Forward,LW
108,2020,4,Philadelphia Flyers,8478439,Travis,Konecny,11,3/11/1997,24,London,ON,CAN,CAN,"5' 10""",175,TRUE,FALSE,FALSE,FALSE,R,Y,Right Wing,Forward,RW
109,2020,4,Philadelphia Flyers,8478500,Ivan,Provorov,9,1/13/1997,24,Yaroslavl,,RUS,RUS,"6' 1""",201,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
110,2020,4,Philadelphia Flyers,8479026,Philippe,Myers,5,1/25/1997,24,Moncton,NB,CAN,CAN,"6' 5""",210,TRUE,FALSE,FALSE,FALSE,R,Y,Defenseman,Defenseman,D
111,2020,4,Philadelphia Flyers,8479312,Alex,Lyon,34,12/9/1992,28,Baudette,MN,USA,USA,"6' 1""",201,TRUE,FALSE,FALSE,FALSE,L,Y,Goalie,Goalie,G
112,2020,4,Philadelphia Flyers,8479358,Carsen,Twarynski,81,11/24/1997,23,St. Albert,AB,CAN,CAN,"6' 2""",198,TRUE,FALSE,FALSE,TRUE,L,Y,Left Wing,Forward,LW
113,2020,4,Philadelphia Flyers,8479394,Carter,Hart,79,8/13/1998,22,Sherwood Park,AB,CAN,CAN,"6' 2""",181,TRUE,FALSE,FALSE,FALSE,L,Y,Goalie,Goalie,G
114,2020,4,Philadelphia Flyers,8479550,Tanner,Laczynski,58,6/1/1997,24,Minooka,IL,USA,USA,"6' 1""",190,TRUE,FALSE,FALSE,TRUE,R,Y,Center,Forward,C
115,2020,4,Philadelphia Flyers,8479974,Nolan,Patrick,19,9/19/1998,22,Winnipeg,MB,CAN,CAN,"6' 2""",198,TRUE,FALSE,FALSE,FALSE,R,Y,Center,Forward,C
116,2020,4,Philadelphia Flyers,8480797,Joel,Farabee,86,2/25/2000,21,Syracuse,NY,USA,USA,"6' 0""",164,TRUE,FALSE,FALSE,FALSE,L,Y,Left Wing,Forward,LW
117,2020,4,Philadelphia Flyers,8482654,Jackson,Cates,59,9/26/1997,23,STILLWATER,MN,USA,USA,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
118,2020,5,Pittsburgh Penguins,8470604,Jeff,Carter,77,1/1/1985,36,London,ON,CAN,CAN,"6' 3""",219,TRUE,FALSE,FALSE,FALSE,R,Y,Center,Forward,C
119,2020,5,Pittsburgh Penguins,8471215,Evgeni,Malkin,71,7/31/1986,34,Magnitogorsk,,RUS,RUS,"6' 3""",195,TRUE,TRUE,FALSE,FALSE,L,Y,Center,Forward,C
120,2020,5,Pittsburgh Penguins,8471675,Sidney,Crosby,87,8/7/1987,33,Cole Harbour,NS,CAN,CAN,"5' 11""",200,TRUE,FALSE,TRUE,FALSE,L,Y,Center,Forward,C
121,2020,5,Pittsburgh Penguins,8471724,Kris,Letang,58,4/24/1987,34,Montreal,QC,CAN,CAN,"6' 0""",201,TRUE,TRUE,FALSE,FALSE,R,Y,Defenseman,Defenseman,D
122,2020,5,Pittsburgh Penguins,8474098,Colton,Sceviour,7,4/20/1989,32,Red Deer,AB,CAN,CAN,"6' 0""",190,TRUE,FALSE,FALSE,FALSE,R,Y,Right Wing,Forward,RW
123,2020,5,Pittsburgh Penguins,8475208,Brian,Dumoulin,8,9/6/1991,29,Biddeford,ME,USA,USA,"6' 4""",207,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
124,2020,5,Pittsburgh Penguins,8475722,Jason,Zucker,16,1/16/1992,29,Newport Beach,CA,USA,USA,"5' 11""",192,TRUE,FALSE,FALSE,FALSE,L,Y,Left Wing,Forward,LW
125,2020,5,Pittsburgh Penguins,8475810,Bryan,Rust,17,5/11/1992,29,Pontiac,MI,USA,USA,"5' 11""",192,TRUE,FALSE,FALSE,FALSE,R,Y,Right Wing,Forward,RW
126,2020,5,Pittsburgh Penguins,8476509,Maxime,Lagace,31,1/12/1993,28,Saint-Augustin,QC,CAN,CAN,"6' 2""",190,TRUE,FALSE,FALSE,FALSE,L,Y,Goalie,Goalie,G
127,2020,5,Pittsburgh Penguins,8476873,Mark,Jankowski,14,9/13/1994,26,Hamilton,ON,CAN,CAN,"6' 4""",212,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
128,2020,5,Pittsburgh Penguins,8476875,Mike,Matheson,5,2/27/1994,27,Pointe-Claire,QC,CAN,CAN,"6' 2""",188,TRUE,FALSE,FALSE,FALSE,L,Y,Defenseman,Defenseman,D
129,2020,5,Pittsburgh Penguins,8476879,Cody,Ceci,4,12/21/1993,27,Ottawa,ON,CAN,CAN,"6' 2""",210,TRUE,FALSE,FALSE,FALSE,R,Y,Defenseman,Defenseman,D
130,2020,5,Pittsburgh Penguins,8476927,Teddy,Blueger,53,8/15/1994,26,Riga,,LVA,LVA,"6' 0""",185,TRUE,FALSE,FALSE,FALSE,L,Y,Center,Forward,C
131,2020,5,Pittsburgh Penguins,8477244,Chad,Ruhwedel,2,5/7/1990,31,San Diego,CA,USA,USA,"5' 11""",191,TRUE,FALSE,FALSE,FALSE,R,Y,Defenseman,Defenseman,D
132,2020,5,Pittsburgh Penguins,8477404,Jake,Guentzel,59,10/6/1994,26,Omaha,NE,USA,USA,"5' 11""",180,TRUE,FALSE,FALSE,FALSE,L,Y,Left Wing,Forward,LW
133,2020,5,Pittsburgh Penguins,8477465,Tristan,Jarry,35,4/29/1995,26,Surrey,BC,CAN,CAN,"6' 2""",194,TRUE,FALSE,FALSE,FALSE,L,Y,Goalie,Goalie,G
